form,data
впервые,"впервые,ADV,Pos"
попал,"попадать,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
в,"в,ADP,None"
тройку,"тройка,NOUN,Inan,Acc,Fem,Sing"
лучших,"лучший,NOUN,Anim,Gen,Masc,Plur"
на,"на,ADP,None"
этапе,"этап,NOUN,Inan,Loc,Masc,Sing"
Кубка,"кубок,NOUN,Inan,Gen,Masc,Sing"
мира,"мир,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
1958,"1958,ADJ,Nom,Pos,Masc,Sing"
год,"год,NOUN,Inan,Nom,Masc,Sing"
--,"--,PUNCT,None"
открытие,"открытие,NOUN,Inan,Nom,Neut,Sing"
Кирово-Чепецкого,"Кирово-чепецкий,ADJ,Gen,Pos,Masc,Sing"
дома,"дом,NOUN,Inan,Gen,Masc,Sing"
пионеров,"пионер,NOUN,Anim,Gen,Masc,Plur"
и,"и,CCONJ,None"
школьников,"школьник,NOUN,Anim,Gen,Masc,Plur"
;,";,PUNCT,None"
С,"с,ADP,None"
1678,"1678,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
вместе,"вместе,ADV,Pos"
со,"со,ADP,None"
своим,"свой,DET,Ins,Masc,Sing"
дедом,"дед,NOUN,Anim,Ins,Masc,Sing"
",",",,PUNCT,None"
боярином,"боярин,NOUN,Anim,Ins,Masc,Sing"
князем,"князь,NOUN,Anim,Ins,Masc,Sing"
Никитой,"Никита,PROPN,Anim,Ins,Masc,Sing"
Ивановичем,"Иванович,PROPN,Anim,Ins,Masc,Sing"
Одоевским,"Одоевский,PROPN,Anim,Ins,Masc,Sing"
",",",,PUNCT,None"
заседал,"заседать,VERB,Imp,Masc,Ind,Sing,Past,Fin,Act"
в,"в,ADP,None"
Аптекарском,"аптекарский,ADJ,Loc,Pos,Masc,Sing"
приказе,"приказ,NOUN,Inan,Loc,Masc,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
дальнейшем,"дальнейшее,NOUN,Inan,Loc,Neut,Sing"
выясняется,"выясняться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
",",",,PUNCT,None"
что,"что,SCONJ,None"
женщина,"женщина,NOUN,Anim,Nom,Fem,Sing"
",",",,PUNCT,None"
лжесвидетельница,"лжесвидетельница,NOUN,Anim,Nom,Fem,Sing"
убита,"убить,VERB,Anim,Perf,Nom,Fem,Sing,Past,Short,Part,Pass"
",",",,PUNCT,None"
а,"а,CCONJ,None"
её,"ее,DET,None"
муж,"муж,NOUN,Anim,Nom,Masc,Sing"
Йокомити,"Йокомити,PROPN,Anim,Nom,Masc,Sing"
Кейдзи,"Кейдзи,PROPN,Anim,Nom,Masc,Sing"
исчез,"исчезнуть,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
.,".,PUNCT,None"
После,"после,ADP,None"
того,"то,PRON,Inan,Gen,Neut,Sing"
",",",,PUNCT,None"
как,"как,SCONJ,None"
британцы,"британец,NOUN,Anim,Nom,Masc,Plur"
захватили,"захватить,VERB,Perf,Ind,Plur,Past,Fin,Act"
Блумфонтейн,"Блумфонтейн,PROPN,Inan,Acc,Masc,Sing"
",",",,PUNCT,None"
буры,"бур,NOUN,Anim,Nom,Masc,Plur"
собрали,"собрать,VERB,Perf,Ind,Plur,Past,Fin,Act"
военный,"военный,ADJ,Inan,Acc,Pos,Masc,Sing"
совет,"совет,NOUN,Inan,Acc,Masc,Sing"
в,"в,ADP,None"
Крунстаде,"Крунстад,PROPN,Inan,Loc,Masc,Sing"
",",",,PUNCT,None"
на,"на,ADP,None"
котором,"который,PRON,Inan,Loc,Masc,Sing"
приняли,"принять,VERB,Perf,Ind,Plur,Past,Fin,Act"
решение,"решение,NOUN,Inan,Acc,Neut,Sing"
вести,"вести,VERB,Imp,Inf,Act"
войну,"война,NOUN,Inan,Acc,Fem,Sing"
партизанским,"партизанский,ADJ,Ins,Pos,Masc,Sing"
способом,"способ,NOUN,Inan,Ins,Masc,Sing"
.,".,PUNCT,None"
Во,"во,ADP,None"
Франции,"Франция,PROPN,Inan,Loc,Fem,Sing"
договор,"договор,NOUN,Inan,Acc,Masc,Sing"
рассматривали,"рассматривать,VERB,Imp,Ind,Plur,Past,Fin,Act"
как,"как,ADP,None"
``,"``,PUNCT,None"
узы,"узы,NOUN,Inan,Acc,Fem,Plur"
",",",,PUNCT,None"
наложенные,"наложить,VERB,Inan,Perf,Acc,Plur,Past,Part,Pass"
на,"на,ADP,None"
Францию,"Франция,PROPN,Inan,Acc,Fem,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
.,".,PUNCT,None"
Белинского,"Белинский,PROPN,Anim,Gen,Masc,Sing"
ПГУ,"ПГУ,PROPN,Inan,Gen,Masc,Sing"
--,"--,PUNCT,None"
крупное,"крупный,ADJ,Nom,Pos,Neut,Sing"
учебное,"учебный,ADJ,Nom,Pos,Neut,Sing"
и,"и,CCONJ,None"
научное,"научный,ADJ,Nom,Pos,Neut,Sing"
учреждение,"учреждение,NOUN,Inan,Nom,Neut,Sing"
.,".,PUNCT,None"
Перше,"перший,ADJ,Nom,Pos,Neut,Sing"
Травня,"Травень,PROPN,Inan,Gen,Masc,Sing"
(,"(,PUNCT,None"
),"),PUNCT,None"
--,"--,PUNCT,None"
село,"село,NOUN,Inan,Nom,Neut,Sing"
",",",,PUNCT,None"
входит,"входить,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
в,"в,ADP,None"
Обуховский,"обуховский,ADJ,Inan,Acc,Pos,Masc,Sing"
район,"район,NOUN,Inan,Acc,Masc,Sing"
Киевской,"киевский,ADJ,Gen,Pos,Fem,Sing"
области,"область,NOUN,Inan,Gen,Fem,Sing"
Украины,"Украина,PROPN,Inan,Gen,Fem,Sing"
.,".,PUNCT,None"
Представляет,"представлять,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
собой,"себя,PRON,Ins,Yes"
повествование,"повествование,NOUN,Inan,Acc,Neut,Sing"
о,"о,ADP,None"
строительстве,"строительство,NOUN,Inan,Loc,Neut,Sing"
пирамиды,"пирамида,NOUN,Inan,Gen,Fem,Sing"
Хеопса,"Хеопс,PROPN,Anim,Gen,Masc,Sing"
",",",,PUNCT,None"
полное,"полный,ADJ,Acc,Pos,Neut,Sing"
аллюзий,"аллюзия,NOUN,Inan,Gen,Fem,Plur"
на,"на,ADP,None"
современность,"современность,NOUN,Inan,Acc,Fem,Sing"
и,"и,CCONJ,None"
на,"на,ADP,None"
коммунистический,"коммунистический,ADJ,Inan,Acc,Pos,Masc,Sing"
проект,"проект,NOUN,Inan,Acc,Masc,Sing"
",",",,PUNCT,None"
который,"который,PRON,Inan,Nom,Masc,Sing"
осуществлялся,"осуществляться,VERB,Imp,Masc,Ind,Sing,Past,Fin,Mid"
в,"в,ADP,None"
Албании,"Албания,PROPN,Inan,Loc,Fem,Sing"
.,".,PUNCT,None"
Церковь,"церковь,NOUN,Inan,Nom,Fem,Sing"
становится,"становиться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
архитектурной,"архитектурный,ADJ,Ins,Pos,Fem,Sing"
достопримечательностью,"достопримечательность,NOUN,Inan,Ins,Fem,Sing"
города,"город,NOUN,Inan,Gen,Masc,Sing"
",",",,PUNCT,None"
давшей,"дать,VERB,Inan,Perf,Ins,Fem,Sing,Past,Part,Act"
название,"название,NOUN,Inan,Acc,Neut,Sing"
сформировавшемуся,"сформироваться,VERB,Inan,Perf,Dat,Masc,Sing,Past,Part,Act"
вокруг,"вокруг,ADP,None"
неё,"она,PRON,Gen,Fem,Sing,3"
форштадту,"форштадт,NOUN,Inan,Dat,Masc,Sing"
(,"(,PUNCT,None"
Ильинский,"ильинский,ADJ,Nom,Pos,Masc,Sing"
),"),PUNCT,None"
.,".,PUNCT,None"
Опытный,"опытный,ADJ,Nom,Pos,Masc,Sing"
эндоскопист,"эндоскопист,NOUN,Anim,Nom,Masc,Sing"
должен,"должен,ADJ,Nom,Pos,Masc,Sing,Short"
оценить,"оценить,VERB,Perf,Inf,Act"
состояние,"состояние,NOUN,Inan,Acc,Neut,Sing"
ВРВ,"врв,NOUN,Inan,Gen,Neut,Sing"
пищевода,"пищевод,NOUN,Inan,Gen,Masc,Sing"
и,"и,CCONJ,None"
желудка,"желудок,NOUN,Inan,Gen,Masc,Sing"
и,"и,CCONJ,None"
риск,"риск,NOUN,Inan,Acc,Masc,Sing"
развития,"развитие,NOUN,Inan,Gen,Neut,Sing"
кровотечения,"кровотечение,NOUN,Inan,Gen,Neut,Sing"
и,"и,CCONJ,None"
передать,"передать,VERB,Perf,Inf,Act"
эту,"этот,DET,Acc,Fem,Sing"
информацию,"информация,NOUN,Inan,Acc,Fem,Sing"
клиницисту,"клиницист,NOUN,Anim,Dat,Masc,Sing"
",",",,PUNCT,None"
который,"который,PRON,Anim,Nom,Masc,Sing"
решает,"решать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
вопрос,"вопрос,NOUN,Inan,Acc,Masc,Sing"
о,"о,ADP,None"
дальнейшей,"дальнейший,ADJ,Loc,Pos,Fem,Sing"
тактике,"тактика,NOUN,Inan,Loc,Fem,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
Коране,"Коран,PROPN,Inan,Loc,Masc,Sing"
утверждается,"утверждаться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
",",",,PUNCT,None"
что,"что,SCONJ,None"
``,"``,PUNCT,None"
ни,"ни,PART,Neg"
одному,"один,NUM,Anim,Dat,Masc,Sing,Card"
человеку,"человек,NOUN,Anim,Dat,Masc,Sing"
Мы,"мы,PRON,Nom,Plur,1"
не,"не,PART,Neg"
давали,"давать,VERB,Imp,Ind,Plur,Past,Fin,Act"
вечной,"вечный,ADJ,Gen,Pos,Fem,Sing"
жизни,"жизнь,NOUN,Inan,Gen,Fem,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
(,"(,PUNCT,None"
аль,"аль,PART,None"
-,"-,PUNCT,None"
Анбия,"Анбия,PROPN,Inan,Nom,Fem,Sing"
",",",,PUNCT,None"
34,"34,NUM,Inan,Nom,Card"
),"),PUNCT,None"
",",",,PUNCT,None"
``,"``,PUNCT,None"
Каждая,"каждый,DET,Nom,Fem,Sing"
душа,"душа,NOUN,Inan,Nom,Fem,Sing"
вкусит,"вкусить,VERB,Perf,Ind,Sing,3,Fut,Fin,Act"
смерть,"смерть,NOUN,Inan,Acc,Fem,Sing"
&#39;&#39;,"&#39;&#39;,PUNCT,None"
(,"(,PUNCT,None"
аль,"аль,PART,None"
-,"-,PUNCT,None"
Анбия,"Анбия,PROPN,Inan,Nom,Fem,Sing"
",",",,PUNCT,None"
35,"35,NUM,Nom,Card"
),"),PUNCT,None"
",",",,PUNCT,None"
``,"``,PUNCT,None"
Но,"но,CCONJ,None"
Аллах,"Аллах,PROPN,Anim,Nom,Masc,Sing"
не,"не,PART,Neg"
отсрочит,"отсрочить,VERB,Perf,Ind,Sing,3,Fut,Fin,Act"
ни,"ни,PART,Neg"
одной,"один,NUM,Inan,Dat,Fem,Sing,Card"
душе,"душа,NOUN,Inan,Dat,Fem,Sing"
",",",,PUNCT,None"
коль,"коль,SCONJ,None"
скоро,"скоро,ADV,Pos"
наступит,"наступить,VERB,Perf,Ind,Sing,3,Fut,Fin,Act"
определенный,"определить,VERB,Inan,Perf,Nom,Masc,Sing,Past,Part,Pass"
для,"для,ADP,None"
неё,"она,PRON,Gen,Fem,Sing,3"
(,"(,PUNCT,None"
души,"душа,NOUN,Inan,Gen,Fem,Sing"
),"),PUNCT,None"
срок,"срок,NOUN,Inan,Nom,Masc,Sing"
.,".,PUNCT,None"
Более,"более,ADV,Cmp"
поздние,"поздний,ADJ,Nom,Pos,Plur"
исторические,"исторический,ADJ,Nom,Pos,Plur"
источники,"источник,NOUN,Inan,Nom,Masc,Plur"
о,"о,ADP,None"
Предславе,"Предслав,PROPN,Anim,Loc,Masc,Sing"
ничего,"ничто,PRON,Inan,Acc,Neut,Sing"
не,"не,PART,Neg"
сообщают,"сообщать,VERB,Imp,Ind,Plur,3,Pres,Fin,Act"
.,".,PUNCT,None"
На,"на,ADP,None"
территории,"территория,NOUN,Inan,Loc,Fem,Sing"
Украины,"Украина,PROPN,Inan,Gen,Fem,Sing"
22,"22,NUM,Inan,Nom,Masc,Card"
населённых,"населенный,ADJ,Gen,Pos,Plur"
пункта,"пункт,NOUN,Inan,Gen,Masc,Sing"
с,"с,ADP,None"
названием,"название,NOUN,Inan,Ins,Neut,Sing"
Привольное,"привольный,ADJ,Nom,Pos,Neut,Sing"
.,".,PUNCT,None"
Соединено,"соединить,VERB,Inan,Perf,Nom,Neut,Sing,Past,Short,Part,Pass"
с,"с,ADP,None"
Дрысой,"Дрыса,PROPN,Inan,Ins,Fem,Sing"
протокой,"протока,NOUN,Inan,Ins,Fem,Sing"
.,".,PUNCT,None"
В,"в,ADP,None"
1957,"1957,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
отправляется,"отправляться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
в,"в,ADP,None"
Бостон,"Бостон,PROPN,Inan,Acc,Masc,Sing"
",",",,PUNCT,None"
там,"там,ADV,Pos"
поступает,"поступать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
в,"в,ADP,None"
школу,"школа,NOUN,Inan,Acc,Fem,Sing"
при,"при,ADP,None"
Музее,"музей,NOUN,Inan,Loc,Masc,Sing"
изящных,"изящный,ADJ,Gen,Pos,Plur"
искусств,"искусство,NOUN,Inan,Gen,Neut,Plur"
и,"и,CCONJ,None"
подвергается,"подвергаться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
насмешкам,"насмешка,NOUN,Inan,Dat,Fem,Plur"
как,"как,ADV,None"
со,"со,ADP,None"
стороны,"сторона,NOUN,Inan,Gen,Fem,Sing"
сокурсников,"сокурсник,NOUN,Anim,Gen,Masc,Plur"
",",",,PUNCT,None"
так,"так,ADV,Pos"
и,"и,CCONJ,None"
со,"со,ADP,None"
стороны,"сторона,NOUN,Inan,Gen,Fem,Sing"
преподавателей,"преподаватель,NOUN,Anim,Gen,Masc,Plur"
за,"за,ADP,None"
свой,"свой,DET,Inan,Acc,Masc,Sing"
интерес,"интерес,NOUN,Inan,Acc,Masc,Sing"
к,"к,ADP,None"
искусству,"искусство,NOUN,Inan,Dat,Neut,Sing"
Пита,"Пит,PROPN,Anim,Gen,Masc,Sing"
Мондриана,"Мондриан,PROPN,Anim,Gen,Masc,Sing"
и,"и,CCONJ,None"
Стюарта,"Стюарт,PROPN,Anim,Gen,Masc,Sing"
Дэвиса,"Дэвис,PROPN,Anim,Gen,Masc,Sing"
.,".,PUNCT,None"
Однако,"однако,CCONJ,None"
РУМО,"РУМО,PROPN,Inan,Nom,Masc,Sing"
до,"до,ADP,None"
сегодняшнего,"сегодняшний,ADJ,Gen,Pos,Masc,Sing"
дня,"день,NOUN,Inan,Gen,Masc,Sing"
должен,"должен,ADJ,Pos,Masc,Sing,Short"
координироваться,"координироваться,VERB,Imp,Inf,Mid"
с,"с,ADP,None"
ЦРУ,"ЦРУ,PROPN,Inan,Ins,Neut,Sing"
по,"по,ADP,None"
вопросам,"вопрос,NOUN,Inan,Dat,Masc,Plur"
сбора,"сбор,NOUN,Inan,Gen,Masc,Sing"
разведки,"разведка,NOUN,Inan,Gen,Fem,Sing"
человеческим,"человеческий,ADJ,Ins,Pos,Masc,Sing"
путем,"путь,NOUN,Inan,Ins,Masc,Sing"
(,"(,PUNCT,None"
тайными,"тайный,ADJ,Ins,Pos,Plur"
агентами,"агент,NOUN,Anim,Ins,Masc,Plur"
),"),PUNCT,None"
",",",,PUNCT,None"
чтобы,"чтобы,SCONJ,None"
не,"не,PART,Neg"
было,"быть,VERB,Imp,Neut,Ind,Sing,Past,Fin,Act"
конфликтов,"конфликт,NOUN,Inan,Gen,Masc,Plur"
в,"в,ADP,None"
ходе,"ход,NOUN,Inan,Loc,Masc,Sing"
сбора,"сбор,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Как,"как,SCONJ,None"
писалось,"писаться,VERB,Imp,Neut,Ind,Sing,Past,Fin,Mid"
в,"в,ADP,None"
предисловии,"предисловие,NOUN,Inan,Loc,Neut,Sing"
к,"к,ADP,None"
английскому,"английский,ADJ,Dat,Pos,Neut,Sing"
изданию,"издание,NOUN,Inan,Dat,Neut,Sing"
",",",,PUNCT,None"
значительное,"значительный,ADJ,Nom,Pos,Neut,Sing"
увеличение,"увеличение,NOUN,Inan,Nom,Neut,Sing"
количества,"количество,NOUN,Inan,Gen,Neut,Sing"
научно-технической,"научно-технический,ADJ,Gen,Pos,Fem,Sing"
информации,"информация,NOUN,Inan,Gen,Fem,Sing"
стимулировало,"стимулировать,VERB,Imp,Neut,Ind,Sing,Past,Fin,Act"
спрос,"спрос,NOUN,Inan,Acc,Masc,Sing"
на,"на,ADP,None"
авторитетные,"авторитетный,ADJ,Inan,Acc,Pos,Plur"
в,"в,ADP,None"
определенных,"определенный,ADJ,Loc,Pos,Plur"
направлениях,"направление,NOUN,Inan,Loc,Neut,Plur"
науки,"наука,NOUN,Inan,Gen,Fem,Sing"
монографии,"монография,NOUN,Inan,Acc,Fem,Plur"
.,".,PUNCT,None"
Мандибулы,"мандибула,NOUN,Inan,Nom,Fem,Plur"
нерасчлененные,"нерасчлененный,ADJ,Nom,Pos,Plur"
",",",,PUNCT,None"
без,"без,ADP,None"
жгутика,"жгутик,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
21,"21,ADJ,Gen,Pos,Neut,Sing"
мая,"май,NOUN,Inan,Gen,Masc,Sing"
1758,"1758,ADJ,Gen,Pos,Masc,Sing"
года,"год,NOUN,Inan,Gen,Masc,Sing"
XIX,"XIX,ADJ,Nom,Pos,Fem,Sing"
Генеральная,"генеральный,ADJ,Nom,Pos,Fem,Sing"
Конгрегация,"конгрегация,NOUN,Inan,Nom,Fem,Sing"
избрала,"избрать,VERB,Perf,Fem,Ind,Sing,Past,Fin,Act"
главой,"глава,NOUN,Inan,Ins,Fem,Sing"
Ордена,"орден,NOUN,Inan,Gen,Masc,Sing"
пятидесятипятилетнего,"пятидесятипятилетний,ADJ,Anim,Acc,Pos,Masc,Sing"
флорентийца,"флорентиец,NOUN,Anim,Acc,Masc,Sing"
Лоренцо,"Лоренцо,PROPN,Anim,Acc,Masc,Sing"
Риччи,"Риччи,PROPN,Anim,Acc,Masc,Sing"
.,".,PUNCT,None"
Рорбах,"Рорбах,PROPN,Inan,Nom,Masc,Sing"
-,"-,PUNCT,None"
Штайнберг,"Штайнберг,PROPN,Inan,Nom,Masc,Sing"
(,"(,PUNCT,None"
),"),PUNCT,None"
--,"--,PUNCT,None"
коммуна,"коммуна,NOUN,Inan,Nom,Fem,Sing"
(,"(,PUNCT,None"
),"),PUNCT,None"
в,"в,ADP,None"
Австрии,"Австрия,PROPN,Inan,Loc,Fem,Sing"
",",",,PUNCT,None"
в,"в,ADP,None"
федеральной,"федеральный,ADJ,Loc,Pos,Fem,Sing"
земле,"земля,NOUN,Inan,Loc,Fem,Sing"
Штирия,"Штирия,PROPN,Inan,Nom,Fem,Sing"
.,".,PUNCT,None"
Вышедший,"выйти,VERB,Inan,Perf,Nom,Masc,Sing,Past,Part,Act"
в,"в,ADP,None"
2008,"2008,ADJ,Loc,Pos,Masc,Sing"
году,"год,NOUN,Inan,Loc,Masc,Sing"
первый,"первый,ADJ,Nom,Pos,Masc,Sing"
сборник,"сборник,NOUN,Inan,Nom,Masc,Sing"
включает,"включать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
в,"в,ADP,None"
себя,"себя,PRON,Acc,Yes"
тридцать,"тридцать,NUM,Acc,Card"
рассказов,"рассказ,NOUN,Inan,Gen,Masc,Plur"
",",",,PUNCT,None"
из,"из,ADP,None"
которых,"который,PRON,Inan,Gen,Plur"
лишь,"лишь,PART,None"
некоторые,"некоторый,DET,Nom,Plur"
имеют,"иметь,VERB,Imp,Ind,Plur,3,Pres,Fin,Act"
общих,"общий,ADJ,Anim,Acc,Pos,Plur"
персонажей,"персонаж,NOUN,Anim,Acc,Masc,Plur"
или,"или,CCONJ,None"
место,"место,NOUN,Inan,Acc,Neut,Sing"
действия,"действие,NOUN,Inan,Gen,Neut,Sing"
.,".,PUNCT,None"
Рядо́вка,"рядовка,NOUN,Inan,Nom,Fem,Sing"
жёлто-красная,"жёлто-красный,ADJ,Nom,Pos,Fem,Sing"
(,"(,PUNCT,None"
),"),PUNCT,None"
--,"--,PUNCT,None"
гриб,"гриб,NOUN,Inan,Nom,Masc,Sing"
семейства,"семейство,NOUN,Inan,Gen,Neut,Sing"
рядовковых,"рядовковый,NOUN,Inan,Gen,Neut,Plur"
.,".,PUNCT,None"
За,"за,ADP,None"
сборную,"сборная,NOUN,Inan,Acc,Fem,Sing"
Аргентины,"Аргентина,PROPN,Inan,Gen,Fem,Sing"
он,"он,PRON,Nom,Masc,Sing,3"
провёл,"провести,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
4,"4,NUM,Inan,Acc,Card"
матча,"матч,NOUN,Inan,Gen,Masc,Sing"
и,"и,CCONJ,None"
забил,"забить,VERB,Perf,Masc,Ind,Sing,Past,Fin,Act"
2,"2,NUM,Inan,Acc,Masc,Card"
гола,"гол,NOUN,Inan,Gen,Masc,Sing"
.,".,PUNCT,None"
Телефонный,"телефонный,ADJ,Nom,Pos,Masc,Sing"
код,"код,NOUN,Inan,Nom,Masc,Sing"
--,"--,PUNCT,None"
4738,"4738,NUM,Nom,Card"
.,".,PUNCT,None"
Занимает,"занимать,VERB,Imp,Ind,Sing,3,Pres,Fin,Act"
площадь,"площадь,NOUN,Inan,Acc,Fem,Sing"
"5,688","5,688,NUM,Nom,Card"
км2,"км2,NOUN,Inan,Gen,Masc,Plur"
.,".,PUNCT,None"
Меч,"меч,NOUN,Inan,Nom,Masc,Sing"
не,"не,PART,Neg"
должен,"должен,ADJ,Pos,Masc,Sing,Short"
употребляться,"употребляться,VERB,Imp,Inf,Mid"
для,"для,ADP,None"
утверждения,"утверждение,NOUN,Inan,Gen,Neut,Sing"
своей,"свой,DET,Gen,Fem,Sing"
власти,"власть,NOUN,Inan,Gen,Fem,Sing"
",",",,PUNCT,None"
угроз,"угроза,NOUN,Inan,Gen,Fem,Plur"
или,"или,CCONJ,None"
насилия,"насилие,NOUN,Inan,Gen,Neut,Sing"
над,"над,ADP,None"
другими,"другой,NOUN,Anim,Ins,Masc,Plur"
.,".,PUNCT,None"
Село,"село,NOUN,Inan,Nom,Neut,Sing"
Смиреновка,"Смиреновка,PROPN,Inan,Nom,Fem,Sing"
находится,"находиться,VERB,Imp,Ind,Sing,3,Pres,Fin,Mid"
на,"на,ADP,None"
расстоянии,"расстояние,NOUN,Inan,Loc,Neut,Sing"
в,"в,ADP,None"
"0,5","0,5,NUM,Acc,Card"
км,"км,NOUN,Inan,Gen,Masc,Sing"
от,"от,ADP,None"
сёл,"село,NOUN,Inan,Gen,Neut,Plur"
Розовка,"Розовка,PROPN,Inan,Nom,Fem,Sing"
и,"и,CCONJ,None"
Тракторное,"тракторный,ADJ,Nom,Pos,Neut,Sing"
.,".,PUNCT,None"
Соколово,"Соколово,PROPN,Inan,Nom,Neut,Sing"
